Municipality,Settlement,ID,Facility Type,Facility Name,Neighborhood,Street,House Number,X Cord,Y Cord,Building Amount,Owner,Operator,Contact Phone,Contact eMail,Seat amount,Availability,Fencing Available,Lighting Available,Accessibility,Parking Available,Facility Condition,Competition Standard,Official Competition Use,Year Built,School Served,Availability Category,Fencing Available Numeric,Lighting Available Numeric,Facility Condition Numeric,Facility Age
נתניה,,233G3102100,אולם ספורט בינוני – 32x19 מ',בר אילן בנות,נאות הרצל,עולי הגרדום,10,187619.0,692607.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,246.0,בתיאום בלבד,כן,כן,כן,לא,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,1995.0,בר אילן - בנות,Low,1,1,4.0,30.0
נתניה,,233F2107857,מגרש כדורגל - לא תקני,קטרגל/כדוריד,נאות הרצל,עולי הגרדום,10,187574.0,692603.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,"אחה""צ ולילה",כן,לא,כן,לא,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2006.0,בר אילן - בנים,,1,0,4.0,19.0
נתניה,,233B2106825,מגרש ספורט משולב – 43X32 מ',בית רבקה,נאות הרצל,גליקסון,28,187797.0,692929.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,"אחה""צ ולילה",כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2006.0,בית רבקה,,1,1,4.0,19.0
נתניה,,233T1103143,מגרש טניס,טניס,נאות גנים,עובדיה,33,189631.0,691282.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1990.0,"מתנ""ס רח' עובדיה",Low,1,1,4.0,35.0
נתניה,,233B2107849,מגרש כדורגל - לא תקני,גן עובדיה קטרגל,נאות גנים,עובדיה,33,189578.0,691291.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,200.0,פתוח ללא הגבלה,כן,כן,כן,לא,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1990.0,"מתנ""ס רח' עובדיה",Very High,1,1,4.0,35.0
נתניה,,233G3102899,אולם ספורט בינוני – 32x19 מ',התעמלות שפירא,רמת ידין,סיני,1,186913.0,688849.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1980.0,שפירא,Low,1,1,4.0,45.0
נתניה,,233B2106879,מגרש ספורט משולב – 43X32 מ',משולב שפירא,רמת ידין,סיני,1,186938.0,688816.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,"אחה""צ ולילה",כן,כן,כן,לא,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2006.0,שפירא,,1,1,4.0,19.0
נתניה,,233A2108209,מתקן פתוח לכושר גופני,תמר אריאל,רמת ידין,סיני,1,186906.0,688893.0,,נתניה,עיריית נתניה,09-8609777,Reuven.Oha@netanya.muni.il,,"אחה""צ ולילה",כן,לא,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2008.0,שפירא,,1,0,4.0,17.0
נתניה,,233G1102893,אולם ספורט קטן – 20x10 מ',"התעמלות שז""ר",אזורים,סטופ,,186101.0,689229.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2009.0,שזר,Low,1,1,4.0,16.0
נתניה,,233R1107772,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),קאנטרי נתניה,בן ציון,"סוף רחוב רמב""ם",,187277.0,691097.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,כניסה בתשלום במקום,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1980.0,,,1,1,4.0,45.0
נתניה,,233G1102897,אולם ספורט קטן – 20x10 מ',התעמלות אלומות,נאות גנים,סוף רחוב קפלן,,189893.0,691821.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1970.0,אלומות,Low,1,1,4.0,55.0
נתניה,,233B2101343,מגרש ספורט משולב – 43X32 מ',אלומות,נאות גנים,סוף רחוב קפלן,,189931.0,691809.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,"אחה""צ ולילה",כן,לא,כן,לא,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1990.0,אלומות,,1,0,4.0,35.0
נתניה,,233F2107858,מגרש כדורגל - לא תקני,קטרגל/כדוריד,רמת ידין,סוף רחוב נחמיה,,187109.0,689595.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,200.0,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2000.0,גן מסילות,Low,1,1,4.0,25.0
נתניה,,233B1103314,מגרש כדורגל - לא תקני,"בית חב""ד בנים",רמת ידין,נצח ישראל,,186548.0,689073.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,בתיאום בלבד,כן,לא,לא,לא,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2006.0,"חב""ד בנים",Low,1,0,4.0,19.0
נתניה,,233G1102904,אולם ספורט בינוני – 32x19 מ',"התעמלות מתנ""ס דורה",רמת ידין,נחום,,186991.0,689736.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,50.0,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1980.0,"מתנ""ס",Low,1,1,4.0,45.0
נתניה,,233G1103159,אולם ספורט קטן – 20x10 מ',יגאל אלון,קריית נורדאו,נורדאו,18,186620.0,687810.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1980.0,יגאל אלון,Low,1,1,4.0,45.0
נתניה,,233B1103328,מגרש כדורגל - לא תקני,יגאל אלון,קרית נורדאו,נורדאו,18,186615.0,687851.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,"אחה""צ ולילה",כן,לא,לא,לא,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2005.0,יגאל אלון,,1,0,4.0,20.0
נתניה,,233B1103322,מגרש כדורגל - לא תקני,נווה איתמר,נווה איתמר,משמר הירדן,,188347.0,692632.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2009.0,,Very High,1,1,4.0,16.0
נתניה,,233G1102872,אולם ספורט קטן – 20x10 מ',התעמלות מסילות,רמת ידין,מסילות,1,187056.0,689580.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1970.0,מסילות,Low,1,1,4.0,55.0
נתניה,,233G2101498,אולם ספורט קטן – 15x24 מ',בגין אולם ספורט כ.סל,רמת פולג,מוטה גור,4,185444.0,686598.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,100.0,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,2008.0,בגין,Low,1,1,4.0,17.0
נתניה,,233B2106823,מגרש ספורט משולב – 43X32 מ',משולב בגין,רמת פולג,מוטה גור,4,185469.0,686623.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,200.0,"אחה""צ ולילה",כן,לא,כן,לא,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2006.0,בגין,,1,0,4.0,19.0
נתניה,,233B1103299,מגרש כדורסל – 19X32 מ',בית יעקב,רמת אפרים,"לח""י",13,187554.0,691782.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2005.0,בית יעקב/יסודי,Low,1,1,4.0,20.0
נתניה,,233B1103310,מגרש כדורסל – 19X32 מ',כדורסל בית ספר מורשה,רמת אפרים,"לח""י",,187540.0,691608.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2005.0,מורשה,Low,1,1,4.0,20.0
נתניה,,233G4100974,אולם ספורט גדול - 45X24 מ',נעמי שמר אולם כדור יד,מרכז צפון,לאון רייך,4,186789.0,694213.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,400.0,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,1981.0,נעמי שמר,Low,1,1,4.0,44.0
נתניה,,233F2107859,מגרש כדורגל - לא תקני,נעמי שמר,מרכז צפון,לאון רייך,4,186839.0,694233.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,"אחה""צ ולילה",כן,לא,לא,לא,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1980.0,נעמי שמר,,1,0,4.0,45.0
נתניה,,233G1102913,אולם ספורט קטן – 20x10 מ',התעמלות תחכמוני,מרכז העיר,יהודה הלוי,35,186784.0,691886.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1970.0,תחכמוני,Low,1,1,4.0,55.0
נתניה,,233F2106136,מגרש ספורט במידות אחרות – לא תקני,תחכמוני מגרש משולב,מרכז העיר,יהודה הלוי,35,186790.0,691920.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,"אחה""צ ולילה",כן,לא,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1995.0,תחכמוני,,1,0,4.0,30.0
נתניה,,233G1102880,אולם ספורט קטן – 20x10 מ',התעמלות יבנה,נאות הרצל,יבנה,4,187609.0,693066.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,בתיאום בלבד,כן,כן,לא,לא,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1970.0,יבנה,Low,1,1,4.0,55.0
נתניה,,233B2106839,מגרש ספורט משולב – 43X32 מ',משולב יבנה,נאות הרצל,יבנה,4,187632.0,693062.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,"אחה""צ ולילה",כן,לא,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1990.0,יבנה,,1,0,4.0,35.0
נתניה,,233G1102877,אולם ספורט קטן – 20x10 מ',התעמלות איתמר,מרכז העיר,יאיר שטרן,12,186346.0,691863.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1975.0,איתמר,Low,1,1,4.0,50.0
נתניה,,233B1103312,מגרש כדורסל – 19X32 מ',איתמר מגרש כדורסל,מרכז העיר,יאיר שטרן,,186356.0,691880.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,"אחה""צ ולילה",כן,לא,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1995.0,איתמר,,1,0,4.0,30.0
נתניה,,233B1103330,מגרש כדורגל - לא תקני,ויצו קנדה,רמת חן,"חת""ם סופר",,189433.0,690321.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,"אחה""צ ולילה",כן,לא,לא,לא,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2000.0,מ.טכנולוגי ממלכתי,,1,0,4.0,25.0
נתניה,,233B1103318,מגרש כדורסל – 19X32 מ',כדורסל שער/סל מקורה,רמת חן,"חת""ם סופר",,186695.0,690854.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,בתיאום בלבד,כן,כן,לא,לא,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2009.0,"מ.טכנולוגי ממ""ד",Low,1,1,4.0,16.0
נתניה,,233B1103315,מגרש כדורסל – 19X32 מ',מגרש כדורסל סירונית,שפת הים,חוף הרצל,,185946.0,692985.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1995.0,,Very High,1,1,4.0,30.0
נתניה,,233G1102875,אולם ספורט קטן – 20x10 מ',התעמלות רזיאל,אירוסים,חבצלת החוף,18,185757.0,688026.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1990.0,רזיאל,Low,1,1,4.0,35.0
נתניה,,233B2106873,מגרש ספורט משולב – 43X32 מ',משולב רזיאל,אירוסים,חבצלת החוף,3,185727.0,687982.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,200.0,בתיאום בלבד,כן,לא,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2000.0,רזיאל,Low,1,0,4.0,25.0
נתניה,,233G3108154,אולם ספורט בינוני – 32x19 מ',שרת אולם ספורט כ.סל,מרכז צפון,זילבר 14 פרדס הגדוד,,187681.0,694465.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,370.0,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,1995.0,שרת,Low,1,1,4.0,30.0
נתניה,,233B2106883,מגרש ספורט משולב – 43X32 מ',משולב שרת,מרכז צפון,זילבר 14 פרדס הגדוד,,187647.0,694472.0,,נתניה,עיריית נתניה,09-8609777,ronitz@netanya.muni.il,150.0,"אחה""צ ולילה",כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1996.0,שרת,,1,1,4.0,29.0
